filename,Country,VST,CEFR,CEFR_Number,SUBTLEXus_Freq_Log_CW_TAALES,COCA_magazine_lemma_frequency_Log_CW_TAALES,All_AWL_Normed_TAALES,Brysbaert_Concreteness_Combined_CW_TAALES,LD_Mean_RT_CW_TAALES,mattr50_aw_TAALED,hdd42_aw_TAALED,mtld_original_aw
W_THA_085.txt,THA,17,A2_0,1,3.7774893,2.385416715,0.047029703,3.078647541,625.6933745,0.771382637,0.858058113,70.94300518
W_THA_091.txt,THA,14,A2_0,1,4.032838618,2.593401593,0.015350877,3.02556,610.3181893,0.759217877,0.821020648,59.50705645
W_KOR_217.txt,KOR,37,B1_2,3,3.7291,2.407393996,0.049107143,3.146748971,618.1162343,0.746397849,0.813074354,50.64137205
W_THA_090.txt,THA,15,A2_0,1,3.970670149,2.544300958,0.040567951,3.038801498,617.3354682,0.733016627,0.789939274,55.67633889
W_THA_053.txt,THA,21,A2_0,1,4.155672532,2.605374237,0.032786885,3.143305085,603.9629437,0.714086379,0.80364896,48.85333261
W_KOR_029.txt,KOR,36,B1_1,2,3.987153587,2.564724173,0.026442308,2.998032787,608.6107627,0.732352941,0.799808094,53.67989418
W_JPN_298.txt,JPN,46,B1_2,3,3.913694787,2.50305964,0.033018868,3.197323944,610.7816667,0.736195965,0.781109191,49.97420431
W_SIN_139.txt,SIN,47,B2_0,4,3.368583704,2.250711981,0.091439689,2.875601504,635.2903371,0.745617978,0.788460462,58.54534314
W_IDN_081.txt,IDN,45,B1_1,2,3.644971521,2.409293093,0.052919708,3.028529412,624.594202,0.785215517,0.858974205,72.7321239
W_IDN_095.txt,IDN,46,A2_0,1,3.572878548,2.383663303,0.044834308,3.066688742,626.0032881,0.738792271,0.833213513,57.99026118
W_JPN_267.txt,JPN,25,B1_1,2,4.059222768,2.638987959,0.013636364,3.083086957,608.9050226,0.754157303,0.803498169,61.18258212
W_KOR_149.txt,KOR,36,A2_0,1,3.826334468,2.344420325,0.042959427,3.047319149,615.7745532,0.706504559,0.782606534,46.40988117
W_JPN_307.txt,JPN,38,A2_0,1,3.938565086,2.53035451,0.031476998,3.066340426,608.5974892,0.717483871,0.822538748,45.71837488
W_JPN_313.txt,JPN,25,A2_0,1,4.069050847,2.617694459,0.030634573,2.75907563,611.3165812,0.773168044,0.806423966,62.12375961
W_SIN_059.txt,SIN,44,B1_2,3,3.821062109,2.445805778,0.041666667,2.886653543,619.8517578,0.775603217,0.844821028,81.96992923
